,Q
192,"[0.00957497 0.01914994 0.02872492 0.03829989 0.04787486 0.05744983
 0.0670248  0.07659977 0.08617475 0.09574972 0.10532469 0.11489966
 0.12447463 0.13404961 0.14362458 0.15319955 0.16277452 0.17234949
 0.18192446 0.19149944 0.20107441 0.21064938 0.22022435 0.22979932
 0.2393743  0.24894927 0.25852424 0.26809921 0.27767418 0.28724915
 0.29682413 0.3063991  0.31597407 0.32554904 0.33512401 0.34469899
 0.35427396 0.36384893 0.3734239  0.38299887 0.39257384 0.40214882
 0.41172379 0.42129876 0.43087373 0.4404487  0.45002367 0.45959865
 0.46917362 0.47874859 0.48832356 0.49789853 0.50747351 0.51704848
 0.52662345 0.53619842 0.54577339 0.55534836 0.56492334 0.57449831
 0.58407328 0.59364825 0.60322322 0.6127982  0.62237317 0.63194814
 0.64152311 0.65109808 0.66067305 0.67024803 0.679823   0.68939797
 0.69897294 0.70854791 0.71812289 0.72769786 0.73727283 0.7468478
 0.75642277 0.76599774 0.77557272 0.78514769 0.79472266 0.80429763
 0.8138726  0.82344758 0.83302255 0.84259752 0.85217249 0.86174746
 0.87132243 0.88089741 0.89047238 0.90004735 0.90962232 0.91919729
 0.92877227 0.93834724 0.94792221 0.95749718]"
193,"[0.00952375 0.0190475  0.02857125 0.038095   0.04761875 0.0571425
 0.06666625 0.07619    0.08571375 0.0952375  0.10476125 0.114285
 0.12380875 0.1333325  0.14285625 0.15238    0.16190375 0.1714275
 0.18095125 0.190475   0.19999875 0.2095225  0.21904625 0.22857
 0.23809375 0.2476175  0.25714125 0.266665   0.27618875 0.2857125
 0.29523625 0.30476    0.31428375 0.32380749 0.33333124 0.34285499
 0.35237874 0.36190249 0.37142624 0.38094999 0.39047374 0.39999749
 0.40952124 0.41904499 0.42856874 0.43809249 0.44761624 0.45713999
 0.46666374 0.47618749 0.48571124 0.49523499 0.50475874 0.51428249
 0.52380624 0.53332999 0.54285374 0.55237749 0.56190124 0.57142499
 0.58094874 0.59047249 0.59999624 0.60951999 0.61904374 0.62856749
 0.63809124 0.64761499 0.65713874 0.66666249 0.67618624 0.68570999
 0.69523374 0.70475749 0.71428124 0.72380499 0.73332874 0.74285249
 0.75237624 0.76189999 0.77142374 0.78094749 0.79047124 0.79999499
 0.80951874 0.81904249 0.82856624 0.83808999 0.84761374 0.85713749
 0.86666124 0.87618499 0.88570874 0.89523249 0.90475624 0.91427999
 0.92380374 0.93332749 0.94285124 0.95237499]"
194,"[0.00954093 0.01908187 0.0286228  0.03816373 0.04770467 0.0572456
 0.06678653 0.07632747 0.0858684  0.09540933 0.10495027 0.1144912
 0.12403213 0.13357307 0.143114   0.15265493 0.16219587 0.1717368
 0.18127773 0.19081867 0.2003596  0.20990053 0.21944147 0.2289824
 0.23852333 0.24806427 0.2576052  0.26714613 0.27668707 0.286228
 0.29576893 0.30530987 0.3148508  0.32439173 0.33393267 0.3434736
 0.35301453 0.36255547 0.3720964  0.38163733 0.39117827 0.4007192
 0.41026013 0.41980106 0.429342   0.43888293 0.44842386 0.4579648
 0.46750573 0.47704666 0.4865876  0.49612853 0.50566946 0.5152104
 0.52475133 0.53429226 0.5438332  0.55337413 0.56291506 0.572456
 0.58199693 0.59153786 0.6010788  0.61061973 0.62016066 0.6297016
 0.63924253 0.64878346 0.6583244  0.66786533 0.67740626 0.6869472
 0.69648813 0.70602906 0.71557    0.72511093 0.73465186 0.7441928
 0.75373373 0.76327466 0.7728156  0.78235653 0.79189746 0.8014384
 0.81097933 0.82052026 0.8300612  0.83960213 0.84914306 0.858684
 0.86822493 0.87776586 0.8873068  0.89684773 0.90638866 0.9159296
 0.92547053 0.93501146 0.9445524  0.95409333]"
195,"[0.00954896 0.01909792 0.02864689 0.03819585 0.04774481 0.05729377
 0.06684273 0.0763917  0.08594066 0.09548962 0.10503858 0.11458754
 0.1241365  0.13368547 0.14323443 0.15278339 0.16233235 0.17188131
 0.18143028 0.19097924 0.2005282  0.21007716 0.21962612 0.22917509
 0.23872405 0.24827301 0.25782197 0.26737093 0.2769199  0.28646886
 0.29601782 0.30556678 0.31511574 0.3246647  0.33421367 0.34376263
 0.35331159 0.36286055 0.37240951 0.38195848 0.39150744 0.4010564
 0.41060536 0.42015432 0.42970329 0.43925225 0.44880121 0.45835017
 0.46789913 0.47744809 0.48699706 0.49654602 0.50609498 0.51564394
 0.5251929  0.53474187 0.54429083 0.55383979 0.56338875 0.57293771
 0.58248668 0.59203564 0.6015846  0.61113356 0.62068252 0.63023149
 0.63978045 0.64932941 0.65887837 0.66842733 0.67797629 0.68752526
 0.69707422 0.70662318 0.71617214 0.7257211  0.73527007 0.74481903
 0.75436799 0.76391695 0.77346591 0.78301488 0.79256384 0.8021128
 0.81166176 0.82121072 0.83075969 0.84030865 0.84985761 0.85940657
 0.86895553 0.87850449 0.88805346 0.89760242 0.90715138 0.91670034
 0.9262493  0.93579827 0.94534723 0.95489619]"
196,"[0.00952853 0.01905706 0.02858558 0.03811411 0.04764264 0.05717117
 0.0666997  0.07622822 0.08575675 0.09528528 0.10481381 0.11434234
 0.12387086 0.13339939 0.14292792 0.15245645 0.16198498 0.1715135
 0.18104203 0.19057056 0.20009909 0.20962761 0.21915614 0.22868467
 0.2382132  0.24774173 0.25727025 0.26679878 0.27632731 0.28585584
 0.29538437 0.30491289 0.31444142 0.32396995 0.33349848 0.34302701
 0.35255553 0.36208406 0.37161259 0.38114112 0.39066965 0.40019817
 0.4097267  0.41925523 0.42878376 0.43831229 0.44784081 0.45736934
 0.46689787 0.4764264  0.48595493 0.49548345 0.50501198 0.51454051
 0.52406904 0.53359757 0.54312609 0.55265462 0.56218315 0.57171168
 0.5812402  0.59076873 0.60029726 0.60982579 0.61935432 0.62888284
 0.63841137 0.6479399  0.65746843 0.66699696 0.67652548 0.68605401
 0.69558254 0.70511107 0.7146396  0.72416812 0.73369665 0.74322518
 0.75275371 0.76228224 0.77181076 0.78133929 0.79086782 0.80039635
 0.80992488 0.8194534  0.82898193 0.83851046 0.84803899 0.85756752
 0.86709604 0.87662457 0.8861531  0.89568163 0.90521016 0.91473868
 0.92426721 0.93379574 0.94332427 0.95285279]"
197,"[0.00959292 0.01918585 0.02877877 0.03837169 0.04796462 0.05755754
 0.06715046 0.07674338 0.08633631 0.09592923 0.10552215 0.11511508
 0.124708   0.13430092 0.14389385 0.15348677 0.16307969 0.17267262
 0.18226554 0.19185846 0.20145138 0.21104431 0.22063723 0.23023015
 0.23982308 0.249416   0.25900892 0.26860185 0.27819477 0.28778769
 0.29738061 0.30697354 0.31656646 0.32615938 0.33575231 0.34534523
 0.35493815 0.36453108 0.374124   0.38371692 0.39330985 0.40290277
 0.41249569 0.42208861 0.43168154 0.44127446 0.45086738 0.46046031
 0.47005323 0.47964615 0.48923908 0.498832   0.50842492 0.51801785
 0.52761077 0.53720369 0.54679661 0.55638954 0.56598246 0.57557538
 0.58516831 0.59476123 0.60435415 0.61394708 0.62354    0.63313292
 0.64272585 0.65231877 0.66191169 0.67150461 0.68109754 0.69069046
 0.70028338 0.70987631 0.71946923 0.72906215 0.73865508 0.748248
 0.75784092 0.76743384 0.77702677 0.78661969 0.79621261 0.80580554
 0.81539846 0.82499138 0.83458431 0.84417723 0.85377015 0.86336308
 0.872956   0.88254892 0.89214184 0.90173477 0.91132769 0.92092061
 0.93051354 0.94010646 0.94969938 0.95929231]"
198,"[0.00971519 0.01943039 0.02914558 0.03886077 0.04857596 0.05829116
 0.06800635 0.07772154 0.08743674 0.09715193 0.10686712 0.11658231
 0.12629751 0.1360127  0.14572789 0.15544308 0.16515828 0.17487347
 0.18458866 0.19430386 0.20401905 0.21373424 0.22344943 0.23316463
 0.24287982 0.25259501 0.26231021 0.2720254  0.28174059 0.29145578
 0.30117098 0.31088617 0.32060136 0.33031656 0.34003175 0.34974694
 0.35946213 0.36917733 0.37889252 0.38860771 0.3983229  0.4080381
 0.41775329 0.42746848 0.43718368 0.44689887 0.45661406 0.46632925
 0.47604445 0.48575964 0.49547483 0.50519003 0.51490522 0.52462041
 0.5343356  0.5440508  0.55376599 0.56348118 0.57319638 0.58291157
 0.59262676 0.60234195 0.61205715 0.62177234 0.63148753 0.64120272
 0.65091792 0.66063311 0.6703483  0.6800635  0.68977869 0.69949388
 0.70920907 0.71892427 0.72863946 0.73835465 0.74806985 0.75778504
 0.76750023 0.77721542 0.78693062 0.79664581 0.806361   0.8160762
 0.82579139 0.83550658 0.84522177 0.85493697 0.86465216 0.87436735
 0.88408255 0.89379774 0.90351293 0.91322812 0.92294332 0.93265851
 0.9423737  0.95208889 0.96180409 0.97151928]"
199,"[0.00973302 0.01946604 0.02919906 0.03893208 0.0486651  0.05839812
 0.06813113 0.07786415 0.08759717 0.09733019 0.10706321 0.11679623
 0.12652925 0.13626227 0.14599529 0.15572831 0.16546133 0.17519435
 0.18492737 0.19466038 0.2043934  0.21412642 0.22385944 0.23359246
 0.24332548 0.2530585  0.26279152 0.27252454 0.28225756 0.29199058
 0.3017236  0.31145662 0.32118963 0.33092265 0.34065567 0.35038869
 0.36012171 0.36985473 0.37958775 0.38932077 0.39905379 0.40878681
 0.41851983 0.42825285 0.43798587 0.44771888 0.4574519  0.46718492
 0.47691794 0.48665096 0.49638398 0.506117   0.51585002 0.52558304
 0.53531606 0.54504908 0.5547821  0.56451512 0.57424813 0.58398115
 0.59371417 0.60344719 0.61318021 0.62291323 0.63264625 0.64237927
 0.65211229 0.66184531 0.67157833 0.68131135 0.69104437 0.70077738
 0.7105104  0.72024342 0.72997644 0.73970946 0.74944248 0.7591755
 0.76890852 0.77864154 0.78837456 0.79810758 0.8078406  0.81757362
 0.82730663 0.83703965 0.84677267 0.85650569 0.86623871 0.87597173
 0.88570475 0.89543777 0.90517079 0.91490381 0.92463683 0.93436985
 0.94410287 0.95383588 0.9635689  0.97330192]"
200,"[-3.21971401e-15  9.52131644e-03  1.90426329e-02  2.85639493e-02
  3.80852658e-02  4.76065822e-02  5.71278986e-02  6.66492151e-02
  7.61705315e-02  8.56918480e-02  9.52131644e-02  1.04734481e-01
  1.14255797e-01  1.23777114e-01  1.33298430e-01  1.42819747e-01
  1.52341063e-01  1.61862379e-01  1.71383696e-01  1.80905012e-01
  1.90426329e-01  1.99947645e-01  2.09468962e-01  2.18990278e-01
  2.28511595e-01  2.38032911e-01  2.47554227e-01  2.57075544e-01
  2.66596860e-01  2.76118177e-01  2.85639493e-01  2.95160810e-01
  3.04682126e-01  3.14203443e-01  3.23724759e-01  3.33246075e-01
  3.42767392e-01  3.52288708e-01  3.61810025e-01  3.71331341e-01
  3.80852658e-01  3.90373974e-01  3.99895290e-01  4.09416607e-01
  4.18937923e-01  4.28459240e-01  4.37980556e-01  4.47501873e-01
  4.57023189e-01  4.66544506e-01  4.76065822e-01  4.85587138e-01
  4.95108455e-01  5.04629771e-01  5.14151088e-01  5.23672404e-01
  5.33193721e-01  5.42715037e-01  5.52236353e-01  5.61757670e-01
  5.71278986e-01  5.80800303e-01  5.90321619e-01  5.99842936e-01
  6.09364252e-01  6.18885569e-01  6.28406885e-01  6.37928201e-01
  6.47449518e-01  6.56970834e-01  6.66492151e-01  6.76013467e-01
  6.85534784e-01  6.95056100e-01  7.04577417e-01  7.14098733e-01
  7.23620049e-01  7.33141366e-01  7.42662682e-01  7.52183999e-01
  7.61705315e-01  7.71226632e-01  7.80747948e-01  7.90269264e-01
  7.99790581e-01  8.09311897e-01  8.18833214e-01  8.28354530e-01
  8.37875847e-01  8.47397163e-01  8.56918480e-01  8.66439796e-01
  8.75961112e-01  8.85482429e-01  8.95003745e-01  9.04525062e-01
  9.14046378e-01  9.23567695e-01  9.33089011e-01  9.42610328e-01]"
201,"[0.00952554 0.01905108 0.02857663 0.03810217 0.04762771 0.05715325
 0.0666788  0.07620434 0.08572988 0.09525542 0.10478096 0.11430651
 0.12383205 0.13335759 0.14288313 0.15240868 0.16193422 0.17145976
 0.1809853  0.19051084 0.20003639 0.20956193 0.21908747 0.22861301
 0.23813856 0.2476641  0.25718964 0.26671518 0.27624073 0.28576627
 0.29529181 0.30481735 0.31434289 0.32386844 0.33339398 0.34291952
 0.35244506 0.36197061 0.37149615 0.38102169 0.39054723 0.40007277
 0.40959832 0.41912386 0.4286494  0.43817494 0.44770049 0.45722603
 0.46675157 0.47627711 0.48580265 0.4953282  0.50485374 0.51437928
 0.52390482 0.53343037 0.54295591 0.55248145 0.56200699 0.57153253
 0.58105808 0.59058362 0.60010916 0.6096347  0.61916025 0.62868579
 0.63821133 0.64773687 0.65726242 0.66678796 0.6763135  0.68583904
 0.69536458 0.70489013 0.71441567 0.72394121 0.73346675 0.7429923
 0.75251784 0.76204338 0.77156892 0.78109446 0.79062001 0.80014555
 0.80967109 0.81919663 0.82872218 0.83824772 0.84777326 0.8572988
 0.86682434 0.87634989 0.88587543 0.89540097 0.90492651 0.91445206
 0.9239776  0.93350314 0.94302868 0.95255422]"
202,"[0.0095177  0.0190354  0.02855311 0.03807081 0.04758851 0.05710621
 0.06662391 0.07614161 0.08565932 0.09517702 0.10469472 0.11421242
 0.12373012 0.13324782 0.14276553 0.15228323 0.16180093 0.17131863
 0.18083633 0.19035403 0.19987174 0.20938944 0.21890714 0.22842484
 0.23794254 0.24746025 0.25697795 0.26649565 0.27601335 0.28553105
 0.29504875 0.30456646 0.31408416 0.32360186 0.33311956 0.34263726
 0.35215496 0.36167267 0.37119037 0.38070807 0.39022577 0.39974347
 0.40926118 0.41877888 0.42829658 0.43781428 0.44733198 0.45684968
 0.46636739 0.47588509 0.48540279 0.49492049 0.50443819 0.51395589
 0.5234736  0.5329913  0.542509   0.5520267  0.5615444  0.5710621
 0.58057981 0.59009751 0.59961521 0.60913291 0.61865061 0.62816832
 0.63768602 0.64720372 0.65672142 0.66623912 0.67575682 0.68527453
 0.69479223 0.70430993 0.71382763 0.72334533 0.73286303 0.74238074
 0.75189844 0.76141614 0.77093384 0.78045154 0.78996925 0.79948695
 0.80900465 0.81852235 0.82804005 0.83755775 0.84707546 0.85659316
 0.86611086 0.87562856 0.88514626 0.89466396 0.90418167 0.91369937
 0.92321707 0.93273477 0.94225247 0.95177017]"
203,"[0.0095102  0.01902039 0.02853059 0.03804079 0.04755098 0.05706118
 0.06657138 0.07608157 0.08559177 0.09510196 0.10461216 0.11412236
 0.12363255 0.13314275 0.14265295 0.15216314 0.16167334 0.17118354
 0.18069373 0.19020393 0.19971413 0.20922432 0.21873452 0.22824472
 0.23775491 0.24726511 0.25677531 0.2662855  0.2757957  0.28530589
 0.29481609 0.30432629 0.31383648 0.32334668 0.33285688 0.34236707
 0.35187727 0.36138747 0.37089766 0.38040786 0.38991806 0.39942825
 0.40893845 0.41844865 0.42795884 0.43746904 0.44697924 0.45648943
 0.46599963 0.47550982 0.48502002 0.49453022 0.50404041 0.51355061
 0.52306081 0.532571   0.5420812  0.5515914  0.56110159 0.57061179
 0.58012199 0.58963218 0.59914238 0.60865258 0.61816277 0.62767297
 0.63718316 0.64669336 0.65620356 0.66571375 0.67522395 0.68473415
 0.69424434 0.70375454 0.71326474 0.72277493 0.73228513 0.74179533
 0.75130552 0.76081572 0.77032592 0.77983611 0.78934631 0.79885651
 0.8083667  0.8178769  0.82738709 0.83689729 0.84640749 0.85591768
 0.86542788 0.87493808 0.88444827 0.89395847 0.90346867 0.91297886
 0.92248906 0.93199926 0.94150945 0.95101965]"
204,"[0.0097013  0.0194026  0.02910389 0.03880519 0.04850649 0.05820779
 0.06790909 0.07761039 0.08731168 0.09701298 0.10671428 0.11641558
 0.12611688 0.13581818 0.14551947 0.15522077 0.16492207 0.17462337
 0.18432467 0.19402597 0.20372726 0.21342856 0.22312986 0.23283116
 0.24253246 0.25223376 0.26193505 0.27163635 0.28133765 0.29103895
 0.30074025 0.31044155 0.32014284 0.32984414 0.33954544 0.34924674
 0.35894804 0.36864934 0.37835063 0.38805193 0.39775323 0.40745453
 0.41715583 0.42685713 0.43655842 0.44625972 0.45596102 0.46566232
 0.47536362 0.48506492 0.49476621 0.50446751 0.51416881 0.52387011
 0.53357141 0.54327271 0.552974   0.5626753  0.5723766  0.5820779
 0.5917792  0.6014805  0.61118179 0.62088309 0.63058439 0.64028569
 0.64998699 0.65968829 0.66938958 0.67909088 0.68879218 0.69849348
 0.70819478 0.71789607 0.72759737 0.73729867 0.74699997 0.75670127
 0.76640257 0.77610386 0.78580516 0.79550646 0.80520776 0.81490906
 0.82461036 0.83431165 0.84401295 0.85371425 0.86341555 0.87311685
 0.88281815 0.89251944 0.90222074 0.91192204 0.92162334 0.93132464
 0.94102594 0.95072723 0.96042853 0.97012983]"
205,"[0.00972949 0.01945897 0.02918846 0.03891795 0.04864743 0.05837692
 0.0681064  0.07783589 0.08756538 0.09729486 0.10702435 0.11675384
 0.12648332 0.13621281 0.1459423  0.15567178 0.16540127 0.17513076
 0.18486024 0.19458973 0.20431921 0.2140487  0.22377819 0.23350767
 0.24323716 0.25296665 0.26269613 0.27242562 0.28215511 0.29188459
 0.30161408 0.31134356 0.32107305 0.33080254 0.34053202 0.35026151
 0.359991   0.36972048 0.37944997 0.38917946 0.39890894 0.40863843
 0.41836792 0.4280974  0.43782689 0.44755637 0.45728586 0.46701535
 0.47674483 0.48647432 0.49620381 0.50593329 0.51566278 0.52539227
 0.53512175 0.54485124 0.55458072 0.56431021 0.5740397  0.58376918
 0.59349867 0.60322816 0.61295764 0.62268713 0.63241662 0.6421461
 0.65187559 0.66160508 0.67133456 0.68106405 0.69079353 0.70052302
 0.71025251 0.71998199 0.72971148 0.73944097 0.74917045 0.75889994
 0.76862943 0.77835891 0.7880884  0.79781788 0.80754737 0.81727686
 0.82700634 0.83673583 0.84646532 0.8561948  0.86592429 0.87565378
 0.88538326 0.89511275 0.90484224 0.91457172 0.92430121 0.93403069
 0.94376018 0.95348967 0.96321915 0.97294864]"
206,"[0.00957264 0.01914527 0.02871791 0.03829054 0.04786318 0.05743582
 0.06700845 0.07658109 0.08615373 0.09572636 0.105299   0.11487163
 0.12444427 0.13401691 0.14358954 0.15316218 0.16273482 0.17230745
 0.18188009 0.19145272 0.20102536 0.210598   0.22017063 0.22974327
 0.23931591 0.24888854 0.25846118 0.26803381 0.27760645 0.28717909
 0.29675172 0.30632436 0.315897   0.32546963 0.33504227 0.3446149
 0.35418754 0.36376018 0.37333281 0.38290545 0.39247809 0.40205072
 0.41162336 0.42119599 0.43076863 0.44034127 0.4499139  0.45948654
 0.46905918 0.47863181 0.48820445 0.49777708 0.50734972 0.51692236
 0.52649499 0.53606763 0.54564027 0.5552129  0.56478554 0.57435817
 0.58393081 0.59350345 0.60307608 0.61264872 0.62222136 0.63179399
 0.64136663 0.65093926 0.6605119  0.67008454 0.67965717 0.68922981
 0.69880245 0.70837508 0.71794772 0.72752035 0.73709299 0.74666563
 0.75623826 0.7658109  0.77538354 0.78495617 0.79452881 0.80410144
 0.81367408 0.82324672 0.83281935 0.84239199 0.85196463 0.86153726
 0.8711099  0.88068253 0.89025517 0.89982781 0.90940044 0.91897308
 0.92854572 0.93811835 0.94769099 0.95726362]"
207,"[0.00951569 0.01903138 0.02854707 0.03806275 0.04757844 0.05709413
 0.06660982 0.07612551 0.0856412  0.09515689 0.10467257 0.11418826
 0.12370395 0.13321964 0.14273533 0.15225102 0.16176671 0.1712824
 0.18079808 0.19031377 0.19982946 0.20934515 0.21886084 0.22837653
 0.23789222 0.2474079  0.25692359 0.26643928 0.27595497 0.28547066
 0.29498635 0.30450204 0.31401772 0.32353341 0.3330491  0.34256479
 0.35208048 0.36159617 0.37111186 0.38062754 0.39014323 0.39965892
 0.40917461 0.4186903  0.42820599 0.43772168 0.44723737 0.45675305
 0.46626874 0.47578443 0.48530012 0.49481581 0.5043315  0.51384719
 0.52336287 0.53287856 0.54239425 0.55190994 0.56142563 0.57094132
 0.58045701 0.58997269 0.59948838 0.60900407 0.61851976 0.62803545
 0.63755114 0.64706683 0.65658251 0.6660982  0.67561389 0.68512958
 0.69464527 0.70416096 0.71367665 0.72319234 0.73270802 0.74222371
 0.7517394  0.76125509 0.77077078 0.78028647 0.78980216 0.79931784
 0.80883353 0.81834922 0.82786491 0.8373806  0.84689629 0.85641198
 0.86592766 0.87544335 0.88495904 0.89447473 0.90399042 0.91350611
 0.9230218  0.93253748 0.94205317 0.95156886]"
208,"[0.00955484 0.01910969 0.02866453 0.03821938 0.04777422 0.05732907
 0.06688391 0.07643876 0.0859936  0.09554845 0.10510329 0.11465814
 0.12421298 0.13376783 0.14332267 0.15287752 0.16243236 0.17198721
 0.18154205 0.1910969  0.20065174 0.21020659 0.21976143 0.22931628
 0.23887112 0.24842597 0.25798081 0.26753566 0.2770905  0.28664534
 0.29620019 0.30575503 0.31530988 0.32486472 0.33441957 0.34397441
 0.35352926 0.3630841  0.37263895 0.38219379 0.39174864 0.40130348
 0.41085833 0.42041317 0.42996802 0.43952286 0.44907771 0.45863255
 0.4681874  0.47774224 0.48729709 0.49685193 0.50640678 0.51596162
 0.52551647 0.53507131 0.54462616 0.554181   0.56373584 0.57329069
 0.58284553 0.59240038 0.60195522 0.61151007 0.62106491 0.63061976
 0.6401746  0.64972945 0.65928429 0.66883914 0.67839398 0.68794883
 0.69750367 0.70705852 0.71661336 0.72616821 0.73572305 0.7452779
 0.75483274 0.76438759 0.77394243 0.78349728 0.79305212 0.80260697
 0.81216181 0.82171666 0.8312715  0.84082634 0.85038119 0.85993603
 0.86949088 0.87904572 0.88860057 0.89815541 0.90771026 0.9172651
 0.92681995 0.93637479 0.94592964 0.95548448]"
209,"[0.00970222 0.01940445 0.02910667 0.0388089  0.04851112 0.05821335
 0.06791557 0.0776178  0.08732002 0.09702225 0.10672447 0.1164267
 0.12612892 0.13583114 0.14553337 0.15523559 0.16493782 0.17464004
 0.18434227 0.19404449 0.20374672 0.21344894 0.22315117 0.23285339
 0.24255562 0.25225784 0.26196006 0.27166229 0.28136451 0.29106674
 0.30076896 0.31047119 0.32017341 0.32987564 0.33957786 0.34928009
 0.35898231 0.36868454 0.37838676 0.38808899 0.39779121 0.40749343
 0.41719566 0.42689788 0.43660011 0.44630233 0.45600456 0.46570678
 0.47540901 0.48511123 0.49481346 0.50451568 0.51421791 0.52392013
 0.53362235 0.54332458 0.5530268  0.56272903 0.57243125 0.58213348
 0.5918357  0.60153793 0.61124015 0.62094238 0.6306446  0.64034683
 0.65004905 0.65975127 0.6694535  0.67915572 0.68885795 0.69856017
 0.7082624  0.71796462 0.72766685 0.73736907 0.7470713  0.75677352
 0.76647575 0.77617797 0.78588019 0.79558242 0.80528464 0.81498687
 0.82468909 0.83439132 0.84409354 0.85379577 0.86349799 0.87320022
 0.88290244 0.89260467 0.90230689 0.91200912 0.92171134 0.93141356
 0.94111579 0.95081801 0.96052024 0.97022246]"
210,"[0.00973593 0.01947186 0.02920778 0.03894371 0.04867964 0.05841557
 0.0681515  0.07788742 0.08762335 0.09735928 0.10709521 0.11683114
 0.12656706 0.13630299 0.14603892 0.15577485 0.16551078 0.1752467
 0.18498263 0.19471856 0.20445449 0.21419042 0.22392634 0.23366227
 0.2433982  0.25313413 0.26287006 0.27260598 0.28234191 0.29207784
 0.30181377 0.3115497  0.32128562 0.33102155 0.34075748 0.35049341
 0.36022934 0.36996526 0.37970119 0.38943712 0.39917305 0.40890898
 0.4186449  0.42838083 0.43811676 0.44785269 0.45758862 0.46732454
 0.47706047 0.4867964  0.49653233 0.50626826 0.51600418 0.52574011
 0.53547604 0.54521197 0.5549479  0.56468382 0.57441975 0.58415568
 0.59389161 0.60362754 0.61336346 0.62309939 0.63283532 0.64257125
 0.65230718 0.6620431  0.67177903 0.68151496 0.69125089 0.70098681
 0.71072274 0.72045867 0.7301946  0.73993053 0.74966645 0.75940238
 0.76913831 0.77887424 0.78861017 0.79834609 0.80808202 0.81781795
 0.82755388 0.83728981 0.84702573 0.85676166 0.86649759 0.87623352
 0.88596945 0.89570537 0.9054413  0.91517723 0.92491316 0.93464909
 0.94438501 0.95412094 0.96385687 0.9735928 ]"
211,"[0.00973939 0.01947877 0.02921816 0.03895755 0.04869693 0.05843632
 0.06817571 0.07791509 0.08765448 0.09739387 0.10713326 0.11687264
 0.12661203 0.13635142 0.1460908  0.15583019 0.16556958 0.17530896
 0.18504835 0.19478774 0.20452712 0.21426651 0.2240059  0.23374528
 0.24348467 0.25322406 0.26296345 0.27270283 0.28244222 0.29218161
 0.30192099 0.31166038 0.32139977 0.33113915 0.34087854 0.35061793
 0.36035731 0.3700967  0.37983609 0.38957547 0.39931486 0.40905425
 0.41879363 0.42853302 0.43827241 0.4480118  0.45775118 0.46749057
 0.47722996 0.48696934 0.49670873 0.50644812 0.5161875  0.52592689
 0.53566628 0.54540566 0.55514505 0.56488444 0.57462382 0.58436321
 0.5941026  0.60384198 0.61358137 0.62332076 0.63306015 0.64279953
 0.65253892 0.66227831 0.67201769 0.68175708 0.69149647 0.70123585
 0.71097524 0.72071463 0.73045401 0.7401934  0.74993279 0.75967217
 0.76941156 0.77915095 0.78889034 0.79862972 0.80836911 0.8181085
 0.82784788 0.83758727 0.84732666 0.85706604 0.86680543 0.87654482
 0.8862842  0.89602359 0.90576298 0.91550236 0.92524175 0.93498114
 0.94472052 0.95445991 0.9641993  0.97393869]"
212,"[-4.77406659e-15  9.74343936e-03  1.94868787e-02  2.92303181e-02
  3.89737574e-02  4.87171968e-02  5.84606362e-02  6.82040755e-02
  7.79475149e-02  8.76909543e-02  9.74343936e-02  1.07177833e-01
  1.16921272e-01  1.26664712e-01  1.36408151e-01  1.46151590e-01
  1.55895030e-01  1.65638469e-01  1.75381909e-01  1.85125348e-01
  1.94868787e-01  2.04612227e-01  2.14355666e-01  2.24099105e-01
  2.33842545e-01  2.43585984e-01  2.53329423e-01  2.63072863e-01
  2.72816302e-01  2.82559742e-01  2.92303181e-01  3.02046620e-01
  3.11790060e-01  3.21533499e-01  3.31276938e-01  3.41020378e-01
  3.50763817e-01  3.60507256e-01  3.70250696e-01  3.79994135e-01
  3.89737574e-01  3.99481014e-01  4.09224453e-01  4.18967893e-01
  4.28711332e-01  4.38454771e-01  4.48198211e-01  4.57941650e-01
  4.67685089e-01  4.77428529e-01  4.87171968e-01  4.96915407e-01
  5.06658847e-01  5.16402286e-01  5.26145726e-01  5.35889165e-01
  5.45632604e-01  5.55376044e-01  5.65119483e-01  5.74862922e-01
  5.84606362e-01  5.94349801e-01  6.04093240e-01  6.13836680e-01
  6.23580119e-01  6.33323559e-01  6.43066998e-01  6.52810437e-01
  6.62553877e-01  6.72297316e-01  6.82040755e-01  6.91784195e-01
  7.01527634e-01  7.11271073e-01  7.21014513e-01  7.30757952e-01
  7.40501392e-01  7.50244831e-01  7.59988270e-01  7.69731710e-01
  7.79475149e-01  7.89218588e-01  7.98962028e-01  8.08705467e-01
  8.18448906e-01  8.28192346e-01  8.37935785e-01  8.47679225e-01
  8.57422664e-01  8.67166103e-01  8.76909543e-01  8.86652982e-01
  8.96396421e-01  9.06139861e-01  9.15883300e-01  9.25626739e-01
  9.35370179e-01  9.45113618e-01  9.54857058e-01  9.64600497e-01]"
