,Q
65,"[0.01003679 0.02007359 0.03011038 0.04014718 0.05018397 0.06022077
 0.07025756 0.08029436 0.09033115 0.10036795 0.11040474 0.12044154
 0.13047833 0.14051512 0.15055192 0.16058871 0.17062551 0.1806623
 0.1906991  0.20073589 0.21077269 0.22080948 0.23084628 0.24088307
 0.25091987 0.26095666 0.27099345 0.28103025 0.29106704 0.30110384
 0.31114063 0.32117743 0.33121422 0.34125102 0.35128781 0.36132461
 0.3713614  0.3813982  0.39143499 0.40147178 0.41150858 0.42154537
 0.43158217 0.44161896 0.45165576 0.46169255 0.47172935 0.48176614
 0.49180294 0.50183973 0.51187653 0.52191332 0.53195011 0.54198691
 0.5520237  0.5620605  0.57209729 0.58213409 0.59217088 0.60220768
 0.61224447 0.62228127 0.63231806 0.64235485 0.65239165 0.66242844
 0.67246524 0.68250203 0.69253883 0.70257562 0.71261242 0.72264921
 0.73268601 0.7427228  0.7527596  0.76279639 0.77283318 0.78286998
 0.79290677 0.80294357 0.81298036 0.82301716 0.83305395 0.84309075
 0.85312754 0.86316434 0.87320113 0.88323793 0.89327472 0.90331151
 0.91334831 0.9233851  0.9334219  0.94345869 0.95349549 0.96353228
 0.97356908 0.98360587 0.99364267 1.00367946]"
66,"[0.01006719 0.02013438 0.03020157 0.04026876 0.05033595 0.06040314
 0.07047033 0.08053751 0.0906047  0.10067189 0.11073908 0.12080627
 0.13087346 0.14094065 0.15100784 0.16107503 0.17114222 0.18120941
 0.1912766  0.20134379 0.21141098 0.22147816 0.23154535 0.24161254
 0.25167973 0.26174692 0.27181411 0.2818813  0.29194849 0.30201568
 0.31208287 0.32215006 0.33221725 0.34228444 0.35235163 0.36241882
 0.372486   0.38255319 0.39262038 0.40268757 0.41275476 0.42282195
 0.43288914 0.44295633 0.45302352 0.46309071 0.4731579  0.48322509
 0.49329228 0.50335947 0.51342665 0.52349384 0.53356103 0.54362822
 0.55369541 0.5637626  0.57382979 0.58389698 0.59396417 0.60403136
 0.61409855 0.62416574 0.63423293 0.64430012 0.65436731 0.66443449
 0.67450168 0.68456887 0.69463606 0.70470325 0.71477044 0.72483763
 0.73490482 0.74497201 0.7550392  0.76510639 0.77517358 0.78524077
 0.79530796 0.80537514 0.81544233 0.82550952 0.83557671 0.8456439
 0.85571109 0.86577828 0.87584547 0.88591266 0.89597985 0.90604704
 0.91611423 0.92618142 0.93624861 0.9463158  0.95638298 0.96645017
 0.97651736 0.98658455 0.99665174 1.00671893]"
67,"[0.01006136 0.02012272 0.03018408 0.04024544 0.0503068  0.06036816
 0.07042952 0.08049088 0.09055224 0.1006136  0.11067496 0.12073632
 0.13079768 0.14085904 0.1509204  0.16098177 0.17104313 0.18110449
 0.19116585 0.20122721 0.21128857 0.22134993 0.23141129 0.24147265
 0.25153401 0.26159537 0.27165673 0.28171809 0.29177945 0.30184081
 0.31190217 0.32196353 0.33202489 0.34208625 0.35214761 0.36220897
 0.37227033 0.38233169 0.39239305 0.40245441 0.41251577 0.42257713
 0.43263849 0.44269985 0.45276121 0.46282257 0.47288393 0.4829453
 0.49300666 0.50306802 0.51312938 0.52319074 0.5332521  0.54331346
 0.55337482 0.56343618 0.57349754 0.5835589  0.59362026 0.60368162
 0.61374298 0.62380434 0.6338657  0.64392706 0.65398842 0.66404978
 0.67411114 0.6841725  0.69423386 0.70429522 0.71435658 0.72441794
 0.7344793  0.74454066 0.75460202 0.76466338 0.77472474 0.7847861
 0.79484746 0.80490883 0.81497019 0.82503155 0.83509291 0.84515427
 0.85521563 0.86527699 0.87533835 0.88539971 0.89546107 0.90552243
 0.91558379 0.92564515 0.93570651 0.94576787 0.95582923 0.96589059
 0.97595195 0.98601331 0.99607467 1.00613603]"
68,"[3.55268678e-15 1.00006238e-02 2.00012475e-02 3.00018713e-02
 4.00024950e-02 5.00031188e-02 6.00037425e-02 7.00043663e-02
 8.00049900e-02 9.00056138e-02 1.00006238e-01 1.10006861e-01
 1.20007485e-01 1.30008109e-01 1.40008733e-01 1.50009356e-01
 1.60009980e-01 1.70010604e-01 1.80011228e-01 1.90011851e-01
 2.00012475e-01 2.10013099e-01 2.20013723e-01 2.30014346e-01
 2.40014970e-01 2.50015594e-01 2.60016218e-01 2.70016841e-01
 2.80017465e-01 2.90018089e-01 3.00018713e-01 3.10019336e-01
 3.20019960e-01 3.30020584e-01 3.40021208e-01 3.50021831e-01
 3.60022455e-01 3.70023079e-01 3.80023703e-01 3.90024326e-01
 4.00024950e-01 4.10025574e-01 4.20026198e-01 4.30026821e-01
 4.40027445e-01 4.50028069e-01 4.60028693e-01 4.70029316e-01
 4.80029940e-01 4.90030564e-01 5.00031188e-01 5.10031812e-01
 5.20032435e-01 5.30033059e-01 5.40033683e-01 5.50034307e-01
 5.60034930e-01 5.70035554e-01 5.80036178e-01 5.90036802e-01
 6.00037425e-01 6.10038049e-01 6.20038673e-01 6.30039297e-01
 6.40039920e-01 6.50040544e-01 6.60041168e-01 6.70041792e-01
 6.80042415e-01 6.90043039e-01 7.00043663e-01 7.10044287e-01
 7.20044910e-01 7.30045534e-01 7.40046158e-01 7.50046782e-01
 7.60047405e-01 7.70048029e-01 7.80048653e-01 7.90049277e-01
 8.00049900e-01 8.10050524e-01 8.20051148e-01 8.30051772e-01
 8.40052395e-01 8.50053019e-01 8.60053643e-01 8.70054267e-01
 8.80054890e-01 8.90055514e-01 9.00056138e-01 9.10056762e-01
 9.20057385e-01 9.30058009e-01 9.40058633e-01 9.50059257e-01
 9.60059880e-01 9.70060504e-01 9.80061128e-01 9.90061752e-01]"
69,"[-4.77385142e-15  9.98374676e-03  1.99674935e-02  2.99512403e-02
  3.99349870e-02  4.99187338e-02  5.99024805e-02  6.98862273e-02
  7.98699740e-02  8.98537208e-02  9.98374676e-02  1.09821214e-01
  1.19804961e-01  1.29788708e-01  1.39772455e-01  1.49756201e-01
  1.59739948e-01  1.69723695e-01  1.79707442e-01  1.89691188e-01
  1.99674935e-01  2.09658682e-01  2.19642429e-01  2.29626175e-01
  2.39609922e-01  2.49593669e-01  2.59577416e-01  2.69561162e-01
  2.79544909e-01  2.89528656e-01  2.99512403e-01  3.09496149e-01
  3.19479896e-01  3.29463643e-01  3.39447390e-01  3.49431136e-01
  3.59414883e-01  3.69398630e-01  3.79382377e-01  3.89366123e-01
  3.99349870e-01  4.09333617e-01  4.19317364e-01  4.29301110e-01
  4.39284857e-01  4.49268604e-01  4.59252351e-01  4.69236097e-01
  4.79219844e-01  4.89203591e-01  4.99187338e-01  5.09171085e-01
  5.19154831e-01  5.29138578e-01  5.39122325e-01  5.49106072e-01
  5.59089818e-01  5.69073565e-01  5.79057312e-01  5.89041059e-01
  5.99024805e-01  6.09008552e-01  6.18992299e-01  6.28976046e-01
  6.38959792e-01  6.48943539e-01  6.58927286e-01  6.68911033e-01
  6.78894779e-01  6.88878526e-01  6.98862273e-01  7.08846020e-01
  7.18829766e-01  7.28813513e-01  7.38797260e-01  7.48781007e-01
  7.58764753e-01  7.68748500e-01  7.78732247e-01  7.88715994e-01
  7.98699740e-01  8.08683487e-01  8.18667234e-01  8.28650981e-01
  8.38634727e-01  8.48618474e-01  8.58602221e-01  8.68585968e-01
  8.78569714e-01  8.88553461e-01  8.98537208e-01  9.08520955e-01
  9.18504701e-01  9.28488448e-01  9.38472195e-01  9.48455942e-01
  9.58439688e-01  9.68423435e-01  9.78407182e-01  9.88390929e-01]"
70,"[0.00998056 0.01996112 0.02994167 0.03992223 0.04990279 0.05988335
 0.0698639  0.07984446 0.08982502 0.09980558 0.10978613 0.11976669
 0.12974725 0.13972781 0.14970836 0.15968892 0.16966948 0.17965004
 0.18963059 0.19961115 0.20959171 0.21957227 0.22955282 0.23953338
 0.24951394 0.2594945  0.26947505 0.27945561 0.28943617 0.29941673
 0.30939728 0.31937784 0.3293584  0.33933896 0.34931951 0.35930007
 0.36928063 0.37926119 0.38924174 0.3992223  0.40920286 0.41918342
 0.42916397 0.43914453 0.44912509 0.45910565 0.4690862  0.47906676
 0.48904732 0.49902788 0.50900843 0.51898899 0.52896955 0.53895011
 0.54893066 0.55891122 0.56889178 0.57887234 0.58885289 0.59883345
 0.60881401 0.61879457 0.62877512 0.63875568 0.64873624 0.6587168
 0.66869735 0.67867791 0.68865847 0.69863903 0.70861958 0.71860014
 0.7285807  0.73856126 0.74854182 0.75852237 0.76850293 0.77848349
 0.78846405 0.7984446  0.80842516 0.81840572 0.82838628 0.83836683
 0.84834739 0.85832795 0.86830851 0.87828906 0.88826962 0.89825018
 0.90823074 0.91821129 0.92819185 0.93817241 0.94815297 0.95813352
 0.96811408 0.97809464 0.9880752  0.99805575]"
71,"[0.00997013 0.01994026 0.02991039 0.03988051 0.04985064 0.05982077
 0.0697909  0.07976103 0.08973116 0.09970129 0.10967141 0.11964154
 0.12961167 0.1395818  0.14955193 0.15952206 0.16949219 0.17946231
 0.18943244 0.19940257 0.2093727  0.21934283 0.22931296 0.23928309
 0.24925321 0.25922334 0.26919347 0.2791636  0.28913373 0.29910386
 0.30907399 0.31904411 0.32901424 0.33898437 0.3489545  0.35892463
 0.36889476 0.37886489 0.38883501 0.39880514 0.40877527 0.4187454
 0.42871553 0.43868566 0.44865578 0.45862591 0.46859604 0.47856617
 0.4885363  0.49850643 0.50847656 0.51844668 0.52841681 0.53838694
 0.54835707 0.5583272  0.56829733 0.57826746 0.58823758 0.59820771
 0.60817784 0.61814797 0.6281181  0.63808823 0.64805836 0.65802848
 0.66799861 0.67796874 0.68793887 0.697909   0.70787913 0.71784926
 0.72781938 0.73778951 0.74775964 0.75772977 0.7676999  0.77767003
 0.78764016 0.79761028 0.80758041 0.81755054 0.82752067 0.8374908
 0.84746093 0.85743106 0.86740118 0.87737131 0.88734144 0.89731157
 0.9072817  0.91725183 0.92722196 0.93719208 0.94716221 0.95713234
 0.96710247 0.9770726  0.98704273 0.99701286]"
72,"[0.00984752 0.01969505 0.02954257 0.0393901  0.04923762 0.05908515
 0.06893267 0.0787802  0.08862772 0.09847525 0.10832277 0.1181703
 0.12801782 0.13786535 0.14771287 0.1575604  0.16740792 0.17725544
 0.18710297 0.19695049 0.20679802 0.21664554 0.22649307 0.23634059
 0.24618812 0.25603564 0.26588317 0.27573069 0.28557822 0.29542574
 0.30527327 0.31512079 0.32496832 0.33481584 0.34466337 0.35451089
 0.36435841 0.37420594 0.38405346 0.39390099 0.40374851 0.41359604
 0.42344356 0.43329109 0.44313861 0.45298614 0.46283366 0.47268119
 0.48252871 0.49237624 0.50222376 0.51207129 0.52191881 0.53176633
 0.54161386 0.55146138 0.56130891 0.57115643 0.58100396 0.59085148
 0.60069901 0.61054653 0.62039406 0.63024158 0.64008911 0.64993663
 0.65978416 0.66963168 0.67947921 0.68932673 0.69917426 0.70902178
 0.7188693  0.72871683 0.73856435 0.74841188 0.7582594  0.76810693
 0.77795445 0.78780198 0.7976495  0.80749703 0.81734455 0.82719208
 0.8370396  0.84688713 0.85673465 0.86658218 0.8764297  0.88627722
 0.89612475 0.90597227 0.9158198  0.92566732 0.93551485 0.94536237
 0.9552099  0.96505742 0.97490495 0.98475247]"
73,"[0.00998259 0.01996518 0.02994777 0.03993036 0.04991294 0.05989553
 0.06987812 0.07986071 0.0898433  0.09982589 0.10980848 0.11979107
 0.12977366 0.13975624 0.14973883 0.15972142 0.16970401 0.1796866
 0.18966919 0.19965178 0.20963437 0.21961695 0.22959954 0.23958213
 0.24956472 0.25954731 0.2695299  0.27951249 0.28949508 0.29947767
 0.30946025 0.31944284 0.32942543 0.33940802 0.34939061 0.3593732
 0.36935579 0.37933838 0.38932097 0.39930355 0.40928614 0.41926873
 0.42925132 0.43923391 0.4492165  0.45919909 0.46918168 0.47916426
 0.48914685 0.49912944 0.50911203 0.51909462 0.52907721 0.5390598
 0.54904239 0.55902498 0.56900756 0.57899015 0.58897274 0.59895533
 0.60893792 0.61892051 0.6289031  0.63888569 0.64886828 0.65885086
 0.66883345 0.67881604 0.68879863 0.69878122 0.70876381 0.7187464
 0.72872899 0.73871157 0.74869416 0.75867675 0.76865934 0.77864193
 0.78862452 0.79860711 0.8085897  0.81857229 0.82855487 0.83853746
 0.84852005 0.85850264 0.86848523 0.87846782 0.88845041 0.898433
 0.90841559 0.91839817 0.92838076 0.93836335 0.94834594 0.95832853
 0.96831112 0.97829371 0.9882763  0.99825888]"
74,"[0.00997957 0.01995914 0.02993871 0.03991828 0.04989786 0.05987743
 0.069857   0.07983657 0.08981614 0.09979571 0.10977528 0.11975485
 0.12973442 0.139714   0.14969357 0.15967314 0.16965271 0.17963228
 0.18961185 0.19959142 0.20957099 0.21955056 0.22953013 0.23950971
 0.24948928 0.25946885 0.26944842 0.27942799 0.28940756 0.29938713
 0.3093667  0.31934627 0.32932585 0.33930542 0.34928499 0.35926456
 0.36924413 0.3792237  0.38920327 0.39918284 0.40916241 0.41914199
 0.42912156 0.43910113 0.4490807  0.45906027 0.46903984 0.47901941
 0.48899898 0.49897855 0.50895813 0.5189377  0.52891727 0.53889684
 0.54887641 0.55885598 0.56883555 0.57881512 0.58879469 0.59877426
 0.60875384 0.61873341 0.62871298 0.63869255 0.64867212 0.65865169
 0.66863126 0.67861083 0.6885904  0.69856998 0.70854955 0.71852912
 0.72850869 0.73848826 0.74846783 0.7584474  0.76842697 0.77840654
 0.78838612 0.79836569 0.80834526 0.81832483 0.8283044  0.83828397
 0.84826354 0.85824311 0.86822268 0.87820225 0.88818183 0.8981614
 0.90814097 0.91812054 0.92810011 0.93807968 0.94805925 0.95803882
 0.96801839 0.97799797 0.98797754 0.99795711]"
75,"[0.0099707  0.0199414  0.0299121  0.03988279 0.04985349 0.05982419
 0.06979489 0.07976559 0.08973629 0.09970698 0.10967768 0.11964838
 0.12961908 0.13958978 0.14956048 0.15953117 0.16950187 0.17947257
 0.18944327 0.19941397 0.20938467 0.21935536 0.22932606 0.23929676
 0.24926746 0.25923816 0.26920886 0.27917955 0.28915025 0.29912095
 0.30909165 0.31906235 0.32903305 0.33900374 0.34897444 0.35894514
 0.36891584 0.37888654 0.38885724 0.39882793 0.40879863 0.41876933
 0.42874003 0.43871073 0.44868143 0.45865212 0.46862282 0.47859352
 0.48856422 0.49853492 0.50850562 0.51847631 0.52844701 0.53841771
 0.54838841 0.55835911 0.56832981 0.5783005  0.5882712  0.5982419
 0.6082126  0.6181833  0.628154   0.63812469 0.64809539 0.65806609
 0.66803679 0.67800749 0.68797819 0.69794888 0.70791958 0.71789028
 0.72786098 0.73783168 0.74780238 0.75777307 0.76774377 0.77771447
 0.78768517 0.79765587 0.80762657 0.81759726 0.82756796 0.83753866
 0.84750936 0.85748006 0.86745076 0.87742145 0.88739215 0.89736285
 0.90733355 0.91730425 0.92727495 0.93724564 0.94721634 0.95718704
 0.96715774 0.97712844 0.98709914 0.99706983]"
76,"[0.00995961 0.01991922 0.02987883 0.03983843 0.04979804 0.05975765
 0.06971726 0.07967687 0.08963648 0.09959608 0.10955569 0.1195153
 0.12947491 0.13943452 0.14939413 0.15935373 0.16931334 0.17927295
 0.18923256 0.19919217 0.20915178 0.21911138 0.22907099 0.2390306
 0.24899021 0.25894982 0.26890943 0.27886903 0.28882864 0.29878825
 0.30874786 0.31870747 0.32866708 0.33862668 0.34858629 0.3585459
 0.36850551 0.37846512 0.38842473 0.39838433 0.40834394 0.41830355
 0.42826316 0.43822277 0.44818238 0.45814198 0.46810159 0.4780612
 0.48802081 0.49798042 0.50794003 0.51789963 0.52785924 0.53781885
 0.54777846 0.55773807 0.56769768 0.57765728 0.58761689 0.5975765
 0.60753611 0.61749572 0.62745533 0.63741493 0.64737454 0.65733415
 0.66729376 0.67725337 0.68721298 0.69717258 0.70713219 0.7170918
 0.72705141 0.73701102 0.74697063 0.75693023 0.76688984 0.77684945
 0.78680906 0.79676867 0.80672828 0.81668788 0.82664749 0.8366071
 0.84656671 0.85652632 0.86648593 0.87644553 0.88640514 0.89636475
 0.90632436 0.91628397 0.92624358 0.93620318 0.94616279 0.9561224
 0.96608201 0.97604162 0.98600123 0.99596083]"
77,"[0.0099501  0.0199002  0.0298503  0.0398004  0.0497505  0.05970059
 0.06965069 0.07960079 0.08955089 0.09950099 0.10945109 0.11940119
 0.12935129 0.13930139 0.14925149 0.15920159 0.16915169 0.17910178
 0.18905188 0.19900198 0.20895208 0.21890218 0.22885228 0.23880238
 0.24875248 0.25870258 0.26865268 0.27860278 0.28855288 0.29850297
 0.30845307 0.31840317 0.32835327 0.33830337 0.34825347 0.35820357
 0.36815367 0.37810377 0.38805387 0.39800397 0.40795407 0.41790416
 0.42785426 0.43780436 0.44775446 0.45770456 0.46765466 0.47760476
 0.48755486 0.49750496 0.50745506 0.51740516 0.52735526 0.53730535
 0.54725545 0.55720555 0.56715565 0.57710575 0.58705585 0.59700595
 0.60695605 0.61690615 0.62685625 0.63680635 0.64675645 0.65670654
 0.66665664 0.67660674 0.68655684 0.69650694 0.70645704 0.71640714
 0.72635724 0.73630734 0.74625744 0.75620754 0.76615764 0.77610773
 0.78605783 0.79600793 0.80595803 0.81590813 0.82585823 0.83580833
 0.84575843 0.85570853 0.86565863 0.87560873 0.88555883 0.89550892
 0.90545902 0.91540912 0.92535922 0.93530932 0.94525942 0.95520952
 0.96515962 0.97510972 0.98505982 0.99500992]"
78,"[0.00994505 0.01989011 0.02983516 0.03978021 0.04972527 0.05967032
 0.06961538 0.07956043 0.08950548 0.09945054 0.10939559 0.11934064
 0.1292857  0.13923075 0.14917581 0.15912086 0.16906591 0.17901097
 0.18895602 0.19890107 0.20884613 0.21879118 0.22873624 0.23868129
 0.24862634 0.2585714  0.26851645 0.2784615  0.28840656 0.29835161
 0.30829666 0.31824172 0.32818677 0.33813183 0.34807688 0.35802193
 0.36796699 0.37791204 0.38785709 0.39780215 0.4077472  0.41769226
 0.42763731 0.43758236 0.44752742 0.45747247 0.46741752 0.47736258
 0.48730763 0.49725269 0.50719774 0.51714279 0.52708785 0.5370329
 0.54697795 0.55692301 0.56686806 0.57681311 0.58675817 0.59670322
 0.60664828 0.61659333 0.62653838 0.63648344 0.64642849 0.65637354
 0.6663186  0.67626365 0.68620871 0.69615376 0.70609881 0.71604387
 0.72598892 0.73593397 0.74587903 0.75582408 0.76576914 0.77571419
 0.78565924 0.7956043  0.80554935 0.8154944  0.82543946 0.83538451
 0.84532956 0.85527462 0.86521967 0.87516473 0.88510978 0.89505483
 0.90499989 0.91494494 0.92488999 0.93483505 0.9447801  0.95472516
 0.96467021 0.97461526 0.98456032 0.99450537]"
79,"[0.00992891 0.01985781 0.02978672 0.03971562 0.04964453 0.05957343
 0.06950234 0.07943124 0.08936015 0.09928905 0.10921796 0.11914687
 0.12907577 0.13900468 0.14893358 0.15886249 0.16879139 0.1787203
 0.1886492  0.19857811 0.20850701 0.21843592 0.22836482 0.23829373
 0.24822264 0.25815154 0.26808045 0.27800935 0.28793826 0.29786716
 0.30779607 0.31772497 0.32765388 0.33758278 0.34751169 0.3574406
 0.3673695  0.37729841 0.38722731 0.39715622 0.40708512 0.41701403
 0.42694293 0.43687184 0.44680074 0.45672965 0.46665856 0.47658746
 0.48651637 0.49644527 0.50637418 0.51630308 0.52623199 0.53616089
 0.5460898  0.5560187  0.56594761 0.57587651 0.58580542 0.59573433
 0.60566323 0.61559214 0.62552104 0.63544995 0.64537885 0.65530776
 0.66523666 0.67516557 0.68509447 0.69502338 0.70495229 0.71488119
 0.7248101  0.734739   0.74466791 0.75459681 0.76452572 0.77445462
 0.78438353 0.79431243 0.80424134 0.81417025 0.82409915 0.83402806
 0.84395696 0.85388587 0.86381477 0.87374368 0.88367258 0.89360149
 0.90353039 0.9134593  0.9233882  0.93331711 0.94324602 0.95317492
 0.96310383 0.97303273 0.98296164 0.99289054]"
80,"[0.00991764 0.01983528 0.02975291 0.03967055 0.04958819 0.05950583
 0.06942347 0.0793411  0.08925874 0.09917638 0.10909402 0.11901166
 0.12892929 0.13884693 0.14876457 0.15868221 0.16859985 0.17851748
 0.18843512 0.19835276 0.2082704  0.21818804 0.22810567 0.23802331
 0.24794095 0.25785859 0.26777623 0.27769386 0.2876115  0.29752914
 0.30744678 0.31736442 0.32728205 0.33719969 0.34711733 0.35703497
 0.3669526  0.37687024 0.38678788 0.39670552 0.40662316 0.41654079
 0.42645843 0.43637607 0.44629371 0.45621135 0.46612898 0.47604662
 0.48596426 0.4958819  0.50579954 0.51571717 0.52563481 0.53555245
 0.54547009 0.55538773 0.56530536 0.575223   0.58514064 0.59505828
 0.60497592 0.61489355 0.62481119 0.63472883 0.64464647 0.65456411
 0.66448174 0.67439938 0.68431702 0.69423466 0.7041523  0.71406993
 0.72398757 0.73390521 0.74382285 0.75374049 0.76365812 0.77357576
 0.7834934  0.79341104 0.80332868 0.81324631 0.82316395 0.83308159
 0.84299923 0.85291687 0.8628345  0.87275214 0.88266978 0.89258742
 0.90250506 0.91242269 0.92234033 0.93225797 0.94217561 0.95209325
 0.96201088 0.97192852 0.98184616 0.9917638 ]"
81,"[0.00990968 0.01981935 0.02972903 0.0396387  0.04954838 0.05945805
 0.06936773 0.07927741 0.08918708 0.09909676 0.10900643 0.11891611
 0.12882579 0.13873546 0.14864514 0.15855481 0.16846449 0.17837416
 0.18828384 0.19819352 0.20810319 0.21801287 0.22792254 0.23783222
 0.2477419  0.25765157 0.26756125 0.27747092 0.2873806  0.29729027
 0.30719995 0.31710963 0.3270193  0.33692898 0.34683865 0.35674833
 0.366658   0.37656768 0.38647736 0.39638703 0.40629671 0.41620638
 0.42611606 0.43602574 0.44593541 0.45584509 0.46575476 0.47566444
 0.48557411 0.49548379 0.50539347 0.51530314 0.52521282 0.53512249
 0.54503217 0.55494185 0.56485152 0.5747612  0.58467087 0.59458055
 0.60449022 0.6143999  0.62430958 0.63421925 0.64412893 0.6540386
 0.66394828 0.67385795 0.68376763 0.69367731 0.70358698 0.71349666
 0.72340633 0.73331601 0.74322569 0.75313536 0.76304504 0.77295471
 0.78286439 0.79277406 0.80268374 0.81259342 0.82250309 0.83241277
 0.84232244 0.85223212 0.8621418  0.87205147 0.88196115 0.89187082
 0.9017805  0.91169017 0.92159985 0.93150953 0.9414192  0.95132888
 0.96123855 0.97114823 0.9810579  0.99096758]"
82,"[0.00990024 0.01980047 0.02970071 0.03960095 0.04950118 0.05940142
 0.06930166 0.07920189 0.08910213 0.09900237 0.1089026  0.11880284
 0.12870308 0.13860331 0.14850355 0.15840379 0.16830402 0.17820426
 0.1881045  0.19800474 0.20790497 0.21780521 0.22770545 0.23760568
 0.24750592 0.25740616 0.26730639 0.27720663 0.28710687 0.2970071
 0.30690734 0.31680758 0.32670781 0.33660805 0.34650829 0.35640852
 0.36630876 0.376209   0.38610923 0.39600947 0.40590971 0.41580994
 0.42571018 0.43561042 0.44551065 0.45541089 0.46531113 0.47521136
 0.4851116  0.49501184 0.50491207 0.51481231 0.52471255 0.53461278
 0.54451302 0.55441326 0.56431349 0.57421373 0.58411397 0.59401421
 0.60391444 0.61381468 0.62371492 0.63361515 0.64351539 0.65341563
 0.66331586 0.6732161  0.68311634 0.69301657 0.70291681 0.71281705
 0.72271728 0.73261752 0.74251776 0.75241799 0.76231823 0.77221847
 0.7821187  0.79201894 0.80191918 0.81181941 0.82171965 0.83161989
 0.84152012 0.85142036 0.8613206  0.87122083 0.88112107 0.89102131
 0.90092154 0.91082178 0.92072202 0.93062225 0.94052249 0.95042273
 0.96032296 0.9702232  0.98012344 0.99002368]"
83,"[0.00989174 0.01978348 0.02967523 0.03956697 0.04945871 0.05935045
 0.0692422  0.07913394 0.08902568 0.09891742 0.10880917 0.11870091
 0.12859265 0.13848439 0.14837614 0.15826788 0.16815962 0.17805136
 0.18794311 0.19783485 0.20772659 0.21761833 0.22751008 0.23740182
 0.24729356 0.2571853  0.26707705 0.27696879 0.28686053 0.29675227
 0.30664402 0.31653576 0.3264275  0.33631924 0.34621099 0.35610273
 0.36599447 0.37588621 0.38577796 0.3956697  0.40556144 0.41545318
 0.42534493 0.43523667 0.44512841 0.45502015 0.4649119  0.47480364
 0.48469538 0.49458712 0.50447887 0.51437061 0.52426235 0.53415409
 0.54404584 0.55393758 0.56382932 0.57372106 0.58361281 0.59350455
 0.60339629 0.61328803 0.62317978 0.63307152 0.64296326 0.652855
 0.66274675 0.67263849 0.68253023 0.69242197 0.70231372 0.71220546
 0.7220972  0.73198894 0.74188069 0.75177243 0.76166417 0.77155591
 0.78144766 0.7913394  0.80123114 0.81112288 0.82101463 0.83090637
 0.84079811 0.85068985 0.8605816  0.87047334 0.88036508 0.89025682
 0.90014857 0.91004031 0.91993205 0.92982379 0.93971554 0.94960728
 0.95949902 0.96939076 0.97928251 0.98917425]"
84,"[0.00988432 0.01976865 0.02965297 0.03953729 0.04942162 0.05930594
 0.06919026 0.07907459 0.08895891 0.09884323 0.10872756 0.11861188
 0.1284962  0.13838052 0.14826485 0.15814917 0.16803349 0.17791782
 0.18780214 0.19768646 0.20757079 0.21745511 0.22733943 0.23722376
 0.24710808 0.2569924  0.26687673 0.27676105 0.28664537 0.2965297
 0.30641402 0.31629834 0.32618267 0.33606699 0.34595131 0.35583564
 0.36571996 0.37560428 0.3854886  0.39537293 0.40525725 0.41514157
 0.4250259  0.43491022 0.44479454 0.45467887 0.46456319 0.47444751
 0.48433184 0.49421616 0.50410048 0.51398481 0.52386913 0.53375345
 0.54363778 0.5535221  0.56340642 0.57329075 0.58317507 0.59305939
 0.60294372 0.61282804 0.62271236 0.63259669 0.64248101 0.65236533
 0.66224965 0.67213398 0.6820183  0.69190262 0.70178695 0.71167127
 0.72155559 0.73143992 0.74132424 0.75120856 0.76109289 0.77097721
 0.78086153 0.79074586 0.80063018 0.8105145  0.82039883 0.83028315
 0.84016747 0.8500518  0.85993612 0.86982044 0.87970477 0.88958909
 0.89947341 0.90935773 0.91924206 0.92912638 0.9390107  0.94889503
 0.95877935 0.96866367 0.978548   0.98843232]"
85,"[0.00988327 0.01976654 0.02964981 0.03953308 0.04941635 0.05929962
 0.06918289 0.07906616 0.08894944 0.09883271 0.10871598 0.11859925
 0.12848252 0.13836579 0.14824906 0.15813233 0.1680156  0.17789887
 0.18778214 0.19766541 0.20754868 0.21743195 0.22731522 0.23719849
 0.24708176 0.25696504 0.26684831 0.27673158 0.28661485 0.29649812
 0.30638139 0.31626466 0.32614793 0.3360312  0.34591447 0.35579774
 0.36568101 0.37556428 0.38544755 0.39533082 0.40521409 0.41509736
 0.42498064 0.43486391 0.44474718 0.45463045 0.46451372 0.47439699
 0.48428026 0.49416353 0.5040468  0.51393007 0.52381334 0.53369661
 0.54357988 0.55346315 0.56334642 0.57322969 0.58311296 0.59299624
 0.60287951 0.61276278 0.62264605 0.63252932 0.64241259 0.65229586
 0.66217913 0.6720624  0.68194567 0.69182894 0.70171221 0.71159548
 0.72147875 0.73136202 0.74124529 0.75112856 0.76101184 0.77089511
 0.78077838 0.79066165 0.80054492 0.81042819 0.82031146 0.83019473
 0.840078   0.84996127 0.85984454 0.86972781 0.87961108 0.88949435
 0.89937762 0.90926089 0.91914416 0.92902744 0.93891071 0.94879398
 0.95867725 0.96856052 0.97844379 0.98832706]"
