,Q
194,"[0.01011023 0.02022046 0.0303307  0.04044093 0.05055116 0.06066139
 0.07077162 0.08088186 0.09099209 0.10110232 0.11121255 0.12132278
 0.13143302 0.14154325 0.15165348 0.16176371 0.17187394 0.18198418
 0.19209441 0.20220464 0.21231487 0.2224251  0.23253534 0.24264557
 0.2527558  0.26286603 0.27297626 0.2830865  0.29319673 0.30330696
 0.31341719 0.32352742 0.33363766 0.34374789 0.35385812 0.36396835
 0.37407858 0.38418882 0.39429905 0.40440928 0.41451951 0.42462974
 0.43473998 0.44485021 0.45496044 0.46507067 0.4751809  0.48529114
 0.49540137 0.5055116  0.51562183 0.52573206 0.5358423  0.54595253
 0.55606276 0.56617299 0.57628322 0.58639346 0.59650369 0.60661392
 0.61672415 0.62683438 0.63694462 0.64705485 0.65716508 0.66727531
 0.67738554 0.68749578 0.69760601 0.70771624 0.71782647 0.7279367
 0.73804694 0.74815717 0.7582674  0.76837763 0.77848786 0.7885981
 0.79870833 0.80881856 0.81892879 0.82903902 0.83914926 0.84925949
 0.85936972 0.86947995 0.87959018 0.88970042 0.89981065 0.90992088
 0.92003111 0.93014134 0.94025158 0.95036181 0.96047204 0.97058227
 0.9806925  0.99080273 1.00091297 1.0110232 ]"
195,"[0.01012236 0.02024472 0.03036707 0.04048943 0.05061179 0.06073415
 0.07085651 0.08097886 0.09110122 0.10122358 0.11134594 0.1214683
 0.13159065 0.14171301 0.15183537 0.16195773 0.17208008 0.18220244
 0.1923248  0.20244716 0.21256952 0.22269187 0.23281423 0.24293659
 0.25305895 0.26318131 0.27330366 0.28342602 0.29354838 0.30367074
 0.3137931  0.32391545 0.33403781 0.34416017 0.35428253 0.36440489
 0.37452724 0.3846496  0.39477196 0.40489432 0.41501668 0.42513903
 0.43526139 0.44538375 0.45550611 0.46562847 0.47575082 0.48587318
 0.49599554 0.5061179  0.51624025 0.52636261 0.53648497 0.54660733
 0.55672969 0.56685204 0.5769744  0.58709676 0.59721912 0.60734148
 0.61746383 0.62758619 0.63770855 0.64783091 0.65795327 0.66807562
 0.67819798 0.68832034 0.6984427  0.70856506 0.71868741 0.72880977
 0.73893213 0.74905449 0.75917685 0.7692992  0.77942156 0.78954392
 0.79966628 0.80978864 0.81991099 0.83003335 0.84015571 0.85027807
 0.86040042 0.87052278 0.88064514 0.8907675  0.90088986 0.91101221
 0.92113457 0.93125693 0.94137929 0.95150165 0.961624   0.97174636
 0.98186872 0.99199108 1.00211344 1.01223579]"
196,"[0.01006979 0.02013958 0.03020937 0.04027916 0.05034895 0.06041873
 0.07048852 0.08055831 0.0906281  0.10069789 0.11076768 0.12083747
 0.13090726 0.14097705 0.15104684 0.16111662 0.17118641 0.1812562
 0.19132599 0.20139578 0.21146557 0.22153536 0.23160515 0.24167494
 0.25174473 0.26181452 0.2718843  0.28195409 0.29202388 0.30209367
 0.31216346 0.32223325 0.33230304 0.34237283 0.35244262 0.36251241
 0.37258219 0.38265198 0.39272177 0.40279156 0.41286135 0.42293114
 0.43300093 0.44307072 0.45314051 0.4632103  0.47328009 0.48334987
 0.49341966 0.50348945 0.51355924 0.52362903 0.53369882 0.54376861
 0.5538384  0.56390819 0.57397798 0.58404776 0.59411755 0.60418734
 0.61425713 0.62432692 0.63439671 0.6444665  0.65453629 0.66460608
 0.67467587 0.68474566 0.69481544 0.70488523 0.71495502 0.72502481
 0.7350946  0.74516439 0.75523418 0.76530397 0.77537376 0.78544355
 0.79551333 0.80558312 0.81565291 0.8257227  0.83579249 0.84586228
 0.85593207 0.86600186 0.87607165 0.88614144 0.89621123 0.90628101
 0.9163508  0.92642059 0.93649038 0.94656017 0.95662996 0.96669975
 0.97676954 0.98683933 0.99690912 1.0069789 ]"
197,"[0.0100674  0.0201348  0.03020221 0.04026961 0.05033701 0.06040441
 0.07047182 0.08053922 0.09060662 0.10067402 0.11074143 0.12080883
 0.13087623 0.14094363 0.15101104 0.16107844 0.17114584 0.18121324
 0.19128064 0.20134805 0.21141545 0.22148285 0.23155025 0.24161766
 0.25168506 0.26175246 0.27181986 0.28188727 0.29195467 0.30202207
 0.31208947 0.32215688 0.33222428 0.34229168 0.35235908 0.36242649
 0.37249389 0.38256129 0.39262869 0.40269609 0.4127635  0.4228309
 0.4328983  0.4429657  0.45303311 0.46310051 0.47316791 0.48323531
 0.49330272 0.50337012 0.51343752 0.52350492 0.53357233 0.54363973
 0.55370713 0.56377453 0.57384193 0.58390934 0.59397674 0.60404414
 0.61411154 0.62417895 0.63424635 0.64431375 0.65438115 0.66444856
 0.67451596 0.68458336 0.69465076 0.70471817 0.71478557 0.72485297
 0.73492037 0.74498778 0.75505518 0.76512258 0.77518998 0.78525738
 0.79532479 0.80539219 0.81545959 0.82552699 0.8355944  0.8456618
 0.8557292  0.8657966  0.87586401 0.88593141 0.89599881 0.90606621
 0.91613362 0.92620102 0.93626842 0.94633582 0.95640322 0.96647063
 0.97653803 0.98660543 0.99667283 1.00674024]"
198,"[0.0100616  0.02012321 0.03018481 0.04024642 0.05030802 0.06036963
 0.07043123 0.08049283 0.09055444 0.10061604 0.11067765 0.12073925
 0.13080086 0.14086246 0.15092406 0.16098567 0.17104727 0.18110888
 0.19117048 0.20123209 0.21129369 0.22135529 0.2314169  0.2414785
 0.25154011 0.26160171 0.27166332 0.28172492 0.29178652 0.30184813
 0.31190973 0.32197134 0.33203294 0.34209455 0.35215615 0.36221775
 0.37227936 0.38234096 0.39240257 0.40246417 0.41252578 0.42258738
 0.43264898 0.44271059 0.45277219 0.4628338  0.4728954  0.48295701
 0.49301861 0.50308021 0.51314182 0.52320342 0.53326503 0.54332663
 0.55338824 0.56344984 0.57351144 0.58357305 0.59363465 0.60369626
 0.61375786 0.62381947 0.63388107 0.64394267 0.65400428 0.66406588
 0.67412749 0.68418909 0.69425069 0.7043123  0.7143739  0.72443551
 0.73449711 0.74455872 0.75462032 0.76468192 0.77474353 0.78480513
 0.79486674 0.80492834 0.81498995 0.82505155 0.83511315 0.84517476
 0.85523636 0.86529797 0.87535957 0.88542118 0.89548278 0.90554438
 0.91560599 0.92566759 0.9357292  0.9457908  0.95585241 0.96591401
 0.97597561 0.98603722 0.99609882 1.00616043]"
199,"[0.01007463 0.02014926 0.0302239  0.04029853 0.05037316 0.06044779
 0.07052243 0.08059706 0.09067169 0.10074632 0.11082096 0.12089559
 0.13097022 0.14104485 0.15111949 0.16119412 0.17126875 0.18134338
 0.19141802 0.20149265 0.21156728 0.22164191 0.23171655 0.24179118
 0.25186581 0.26194044 0.27201508 0.28208971 0.29216434 0.30223897
 0.3123136  0.32238824 0.33246287 0.3425375  0.35261213 0.36268677
 0.3727614  0.38283603 0.39291066 0.4029853  0.41305993 0.42313456
 0.43320919 0.44328383 0.45335846 0.46343309 0.47350772 0.48358236
 0.49365699 0.50373162 0.51380625 0.52388089 0.53395552 0.54403015
 0.55410478 0.56417942 0.57425405 0.58432868 0.59440331 0.60447795
 0.61455258 0.62462721 0.63470184 0.64477647 0.65485111 0.66492574
 0.67500037 0.685075   0.69514964 0.70522427 0.7152989  0.72537353
 0.73544817 0.7455228  0.75559743 0.76567206 0.7757467  0.78582133
 0.79589596 0.80597059 0.81604523 0.82611986 0.83619449 0.84626912
 0.85634376 0.86641839 0.87649302 0.88656765 0.89664229 0.90671692
 0.91679155 0.92686618 0.93694081 0.94701545 0.95709008 0.96716471
 0.97723934 0.98731398 0.99738861 1.00746324]"
200,"[-4.44411956e-16  1.01003268e-02  2.02006535e-02  3.03009803e-02
  4.04013071e-02  5.05016338e-02  6.06019606e-02  7.07022873e-02
  8.08026141e-02  9.09029409e-02  1.01003268e-01  1.11103594e-01
  1.21203921e-01  1.31304248e-01  1.41404575e-01  1.51504901e-01
  1.61605228e-01  1.71705555e-01  1.81805882e-01  1.91906208e-01
  2.02006535e-01  2.12106862e-01  2.22207189e-01  2.32307516e-01
  2.42407842e-01  2.52508169e-01  2.62608496e-01  2.72708823e-01
  2.82809149e-01  2.92909476e-01  3.03009803e-01  3.13110130e-01
  3.23210456e-01  3.33310783e-01  3.43411110e-01  3.53511437e-01
  3.63611763e-01  3.73712090e-01  3.83812417e-01  3.93912744e-01
  4.04013071e-01  4.14113397e-01  4.24213724e-01  4.34314051e-01
  4.44414378e-01  4.54514704e-01  4.64615031e-01  4.74715358e-01
  4.84815685e-01  4.94916011e-01  5.05016338e-01  5.15116665e-01
  5.25216992e-01  5.35317318e-01  5.45417645e-01  5.55517972e-01
  5.65618299e-01  5.75718625e-01  5.85818952e-01  5.95919279e-01
  6.06019606e-01  6.16119933e-01  6.26220259e-01  6.36320586e-01
  6.46420913e-01  6.56521240e-01  6.66621566e-01  6.76721893e-01
  6.86822220e-01  6.96922547e-01  7.07022873e-01  7.17123200e-01
  7.27223527e-01  7.37323854e-01  7.47424180e-01  7.57524507e-01
  7.67624834e-01  7.77725161e-01  7.87825487e-01  7.97925814e-01
  8.08026141e-01  8.18126468e-01  8.28226795e-01  8.38327121e-01
  8.48427448e-01  8.58527775e-01  8.68628102e-01  8.78728428e-01
  8.88828755e-01  8.98929082e-01  9.09029409e-01  9.19129735e-01
  9.29230062e-01  9.39330389e-01  9.49430716e-01  9.59531042e-01
  9.69631369e-01  9.79731696e-01  9.89832023e-01  9.99932350e-01]"
201,"[0.01005315 0.0201063  0.03015945 0.0402126  0.05026576 0.06031891
 0.07037206 0.08042521 0.09047836 0.10053151 0.11058466 0.12063781
 0.13069097 0.14074412 0.15079727 0.16085042 0.17090357 0.18095672
 0.19100987 0.20106302 0.21111618 0.22116933 0.23122248 0.24127563
 0.25132878 0.26138193 0.27143508 0.28148823 0.29154139 0.30159454
 0.31164769 0.32170084 0.33175399 0.34180714 0.35186029 0.36191344
 0.37196659 0.38201975 0.3920729  0.40212605 0.4121792  0.42223235
 0.4322855  0.44233865 0.4523918  0.46244496 0.47249811 0.48255126
 0.49260441 0.50265756 0.51271071 0.52276386 0.53281701 0.54287017
 0.55292332 0.56297647 0.57302962 0.58308277 0.59313592 0.60318907
 0.61324222 0.62329538 0.63334853 0.64340168 0.65345483 0.66350798
 0.67356113 0.68361428 0.69366743 0.70372059 0.71377374 0.72382689
 0.73388004 0.74393319 0.75398634 0.76403949 0.77409264 0.78414579
 0.79419895 0.8042521  0.81430525 0.8243584  0.83441155 0.8444647
 0.85451785 0.864571   0.87462416 0.88467731 0.89473046 0.90478361
 0.91483676 0.92488991 0.93494306 0.94499621 0.95504937 0.96510252
 0.97515567 0.98520882 0.99526197 1.00531512]"
202,"[-4.44116106e-16  1.00433945e-02  2.00867891e-02  3.01301836e-02
  4.01735782e-02  5.02169727e-02  6.02603672e-02  7.03037618e-02
  8.03471563e-02  9.03905508e-02  1.00433945e-01  1.10477340e-01
  1.20520734e-01  1.30564129e-01  1.40607524e-01  1.50650918e-01
  1.60694313e-01  1.70737707e-01  1.80781102e-01  1.90824496e-01
  2.00867891e-01  2.10911285e-01  2.20954680e-01  2.30998074e-01
  2.41041469e-01  2.51084863e-01  2.61128258e-01  2.71171653e-01
  2.81215047e-01  2.91258442e-01  3.01301836e-01  3.11345231e-01
  3.21388625e-01  3.31432020e-01  3.41475414e-01  3.51518809e-01
  3.61562203e-01  3.71605598e-01  3.81648992e-01  3.91692387e-01
  4.01735782e-01  4.11779176e-01  4.21822571e-01  4.31865965e-01
  4.41909360e-01  4.51952754e-01  4.61996149e-01  4.72039543e-01
  4.82082938e-01  4.92126332e-01  5.02169727e-01  5.12213121e-01
  5.22256516e-01  5.32299911e-01  5.42343305e-01  5.52386700e-01
  5.62430094e-01  5.72473489e-01  5.82516883e-01  5.92560278e-01
  6.02603672e-01  6.12647067e-01  6.22690461e-01  6.32733856e-01
  6.42777250e-01  6.52820645e-01  6.62864040e-01  6.72907434e-01
  6.82950829e-01  6.92994223e-01  7.03037618e-01  7.13081012e-01
  7.23124407e-01  7.33167801e-01  7.43211196e-01  7.53254590e-01
  7.63297985e-01  7.73341379e-01  7.83384774e-01  7.93428169e-01
  8.03471563e-01  8.13514958e-01  8.23558352e-01  8.33601747e-01
  8.43645141e-01  8.53688536e-01  8.63731930e-01  8.73775325e-01
  8.83818719e-01  8.93862114e-01  9.03905508e-01  9.13948903e-01
  9.23992297e-01  9.34035692e-01  9.44079087e-01  9.54122481e-01
  9.64165876e-01  9.74209270e-01  9.84252665e-01  9.94296059e-01]"
203,"[0.01003692 0.02007383 0.03011075 0.04014767 0.05018458 0.0602215
 0.07025841 0.08029533 0.09033225 0.10036916 0.11040608 0.120443
 0.13047991 0.14051683 0.15055374 0.16059066 0.17062758 0.18066449
 0.19070141 0.20073833 0.21077524 0.22081216 0.23084907 0.24088599
 0.25092291 0.26095982 0.27099674 0.28103366 0.29107057 0.30110749
 0.3111444  0.32118132 0.33121824 0.34125515 0.35129207 0.36132899
 0.3713659  0.38140282 0.39143973 0.40147665 0.41151357 0.42155048
 0.4315874  0.44162432 0.45166123 0.46169815 0.47173506 0.48177198
 0.4918089  0.50184581 0.51188273 0.52191965 0.53195656 0.54199348
 0.55203039 0.56206731 0.57210423 0.58214114 0.59217806 0.60221498
 0.61225189 0.62228881 0.63232572 0.64236264 0.65239956 0.66243647
 0.67247339 0.68251031 0.69254722 0.70258414 0.71262105 0.72265797
 0.73269489 0.7427318  0.75276872 0.76280564 0.77284255 0.78287947
 0.79291639 0.8029533  0.81299022 0.82302713 0.83306405 0.84310097
 0.85313788 0.8631748  0.87321172 0.88324863 0.89328555 0.90332246
 0.91335938 0.9233963  0.93343321 0.94347013 0.95350705 0.96354396
 0.97358088 0.98361779 0.99365471 1.00369163]"
204,"[0.0100311  0.02006221 0.03009331 0.04012442 0.05015552 0.06018663
 0.07021773 0.08024884 0.09027994 0.10031105 0.11034215 0.12037326
 0.13040436 0.14043547 0.15046657 0.16049768 0.17052878 0.18055989
 0.19059099 0.2006221  0.2106532  0.22068431 0.23071541 0.24074652
 0.25077762 0.26080873 0.27083983 0.28087094 0.29090204 0.30093315
 0.31096425 0.32099536 0.33102646 0.34105757 0.35108867 0.36111978
 0.37115088 0.38118199 0.39121309 0.4012442  0.4112753  0.42130641
 0.43133751 0.44136862 0.45139972 0.46143083 0.47146193 0.48149304
 0.49152414 0.50155525 0.51158635 0.52161746 0.53164856 0.54167967
 0.55171077 0.56174188 0.57177298 0.58180409 0.59183519 0.6018663
 0.6118974  0.62192851 0.63195961 0.64199072 0.65202182 0.66205293
 0.67208403 0.68211514 0.69214624 0.70217735 0.71220845 0.72223956
 0.73227066 0.74230177 0.75233287 0.76236398 0.77239508 0.78242619
 0.79245729 0.8024884  0.8125195  0.82255061 0.83258171 0.84261282
 0.85264392 0.86267502 0.87270613 0.88273723 0.89276834 0.90279944
 0.91283055 0.92286165 0.93289276 0.94292386 0.95295497 0.96298607
 0.97301718 0.98304828 0.99307939 1.00311049]"
205,"[0.01007222 0.02014444 0.03021666 0.04028888 0.0503611  0.06043332
 0.07050554 0.08057776 0.09064998 0.1007222  0.11079442 0.12086664
 0.13093886 0.14101108 0.1510833  0.16115552 0.17122774 0.18129996
 0.19137218 0.2014444  0.21151662 0.22158884 0.23166106 0.24173328
 0.2518055  0.26187772 0.27194994 0.28202216 0.29209438 0.3021666
 0.31223882 0.32231104 0.33238326 0.34245548 0.3525277  0.36259992
 0.37267214 0.38274436 0.39281658 0.4028888  0.41296102 0.42303324
 0.43310546 0.44317768 0.4532499  0.46332212 0.47339434 0.48346656
 0.49353878 0.503611   0.51368322 0.52375544 0.53382766 0.54389988
 0.5539721  0.56404432 0.57411654 0.58418876 0.59426098 0.6043332
 0.61440542 0.62447764 0.63454986 0.64462208 0.6546943  0.66476653
 0.67483875 0.68491097 0.69498319 0.70505541 0.71512763 0.72519985
 0.73527207 0.74534429 0.75541651 0.76548873 0.77556095 0.78563317
 0.79570539 0.80577761 0.81584983 0.82592205 0.83599427 0.84606649
 0.85613871 0.86621093 0.87628315 0.88635537 0.89642759 0.90649981
 0.91657203 0.92664425 0.93671647 0.94678869 0.95686091 0.96693313
 0.97700535 0.98707757 0.99714979 1.00722201]"
206,"[0.01007935 0.0201587  0.03023805 0.0403174  0.05039675 0.0604761
 0.07055545 0.0806348  0.09071415 0.1007935  0.11087285 0.1209522
 0.13103155 0.1411109  0.15119025 0.1612696  0.17134895 0.1814283
 0.19150765 0.201587   0.21166635 0.2217457  0.23182505 0.2419044
 0.25198375 0.26206309 0.27214244 0.28222179 0.29230114 0.30238049
 0.31245984 0.32253919 0.33261854 0.34269789 0.35277724 0.36285659
 0.37293594 0.38301529 0.39309464 0.40317399 0.41325334 0.42333269
 0.43341204 0.44349139 0.45357074 0.46365009 0.47372944 0.48380879
 0.49388814 0.50396749 0.51404684 0.52412619 0.53420554 0.54428489
 0.55436424 0.56444359 0.57452294 0.58460229 0.59468164 0.60476099
 0.61484034 0.62491969 0.63499904 0.64507839 0.65515774 0.66523709
 0.67531644 0.68539579 0.69547514 0.70555449 0.71563384 0.72571319
 0.73579254 0.74587189 0.75595124 0.76603058 0.77610993 0.78618928
 0.79626863 0.80634798 0.81642733 0.82650668 0.83658603 0.84666538
 0.85674473 0.86682408 0.87690343 0.88698278 0.89706213 0.90714148
 0.91722083 0.92730018 0.93737953 0.94745888 0.95753823 0.96761758
 0.97769693 0.98777628 0.99785563 1.00793498]"
207,"[0.01008276 0.02016552 0.03024829 0.04033105 0.05041381 0.06049657
 0.07057933 0.0806621  0.09074486 0.10082762 0.11091038 0.12099315
 0.13107591 0.14115867 0.15124143 0.16132419 0.17140696 0.18148972
 0.19157248 0.20165524 0.211738   0.22182077 0.23190353 0.24198629
 0.25206905 0.26215182 0.27223458 0.28231734 0.2924001  0.30248286
 0.31256563 0.32264839 0.33273115 0.34281391 0.35289667 0.36297944
 0.3730622  0.38314496 0.39322772 0.40331049 0.41339325 0.42347601
 0.43355877 0.44364153 0.4537243  0.46380706 0.47388982 0.48397258
 0.49405534 0.50413811 0.51422087 0.52430363 0.53438639 0.54446916
 0.55455192 0.56463468 0.57471744 0.5848002  0.59488297 0.60496573
 0.61504849 0.62513125 0.63521401 0.64529678 0.65537954 0.6654623
 0.67554506 0.68562783 0.69571059 0.70579335 0.71587611 0.72595887
 0.73604164 0.7461244  0.75620716 0.76628992 0.77637268 0.78645545
 0.79653821 0.80662097 0.81670373 0.8267865  0.83686926 0.84695202
 0.85703478 0.86711754 0.87720031 0.88728307 0.89736583 0.90744859
 0.91753135 0.92761412 0.93769688 0.94777964 0.9578624  0.96794517
 0.97802793 0.98811069 0.99819345 1.00827621]"
208,"[0.01008544 0.02017089 0.03025633 0.04034177 0.05042721 0.06051266
 0.0705981  0.08068354 0.09076899 0.10085443 0.11093987 0.12102532
 0.13111076 0.1411962  0.15128164 0.16136709 0.17145253 0.18153797
 0.19162342 0.20170886 0.2117943  0.22187974 0.23196519 0.24205063
 0.25213607 0.26222152 0.27230696 0.2823924  0.29247785 0.30256329
 0.31264873 0.32273417 0.33281962 0.34290506 0.3529905  0.36307595
 0.37316139 0.38324683 0.39333228 0.40341772 0.41350316 0.4235886
 0.43367405 0.44375949 0.45384493 0.46393038 0.47401582 0.48410126
 0.4941867  0.50427215 0.51435759 0.52444303 0.53452848 0.54461392
 0.55469936 0.56478481 0.57487025 0.58495569 0.59504113 0.60512658
 0.61521202 0.62529746 0.63538291 0.64546835 0.65555379 0.66563923
 0.67572468 0.68581012 0.69589556 0.70598101 0.71606645 0.72615189
 0.73623734 0.74632278 0.75640822 0.76649366 0.77657911 0.78666455
 0.79674999 0.80683544 0.81692088 0.82700632 0.83709177 0.84717721
 0.85726265 0.86734809 0.87743354 0.88751898 0.89760442 0.90768987
 0.91777531 0.92786075 0.93794619 0.94803164 0.95811708 0.96820252
 0.97828797 0.98837341 0.99845885 1.0085443 ]"
209,"[0.01008885 0.0201777  0.03026654 0.04035539 0.05044424 0.06053309
 0.07062194 0.08071079 0.09079963 0.10088848 0.11097733 0.12106618
 0.13115503 0.14124387 0.15133272 0.16142157 0.17151042 0.18159927
 0.19168811 0.20177696 0.21186581 0.22195466 0.23204351 0.24213236
 0.2522212  0.26231005 0.2723989  0.28248775 0.2925766  0.30266544
 0.31275429 0.32284314 0.33293199 0.34302084 0.35310968 0.36319853
 0.37328738 0.38337623 0.39346508 0.40355393 0.41364277 0.42373162
 0.43382047 0.44390932 0.45399817 0.46408701 0.47417586 0.48426471
 0.49435356 0.50444241 0.51453125 0.5246201  0.53470895 0.5447978
 0.55488665 0.5649755  0.57506434 0.58515319 0.59524204 0.60533089
 0.61541974 0.62550858 0.63559743 0.64568628 0.65577513 0.66586398
 0.67595282 0.68604167 0.69613052 0.70621937 0.71630822 0.72639707
 0.73648591 0.74657476 0.75666361 0.76675246 0.77684131 0.78693015
 0.797019   0.80710785 0.8171967  0.82728555 0.83737439 0.84746324
 0.85755209 0.86764094 0.87772979 0.88781864 0.89790748 0.90799633
 0.91808518 0.92817403 0.93826288 0.94835172 0.95844057 0.96852942
 0.97861827 0.98870712 0.99879596 1.00888481]"
210,"[0.01008804 0.02017608 0.03026412 0.04035216 0.0504402  0.06052824
 0.07061628 0.08070431 0.09079235 0.10088039 0.11096843 0.12105647
 0.13114451 0.14123255 0.15132059 0.16140863 0.17149667 0.18158471
 0.19167275 0.20176079 0.21184883 0.22193686 0.2320249  0.24211294
 0.25220098 0.26228902 0.27237706 0.2824651  0.29255314 0.30264118
 0.31272922 0.32281726 0.3329053  0.34299334 0.35308138 0.36316942
 0.37325745 0.38334549 0.39343353 0.40352157 0.41360961 0.42369765
 0.43378569 0.44387373 0.45396177 0.46404981 0.47413785 0.48422589
 0.49431393 0.50440197 0.51449    0.52457804 0.53466608 0.54475412
 0.55484216 0.5649302  0.57501824 0.58510628 0.59519432 0.60528236
 0.6153704  0.62545844 0.63554648 0.64563452 0.65572256 0.66581059
 0.67589863 0.68598667 0.69607471 0.70616275 0.71625079 0.72633883
 0.73642687 0.74651491 0.75660295 0.76669099 0.77677903 0.78686707
 0.79695511 0.80704314 0.81713118 0.82721922 0.83730726 0.8473953
 0.85748334 0.86757138 0.87765942 0.88774746 0.8978355  0.90792354
 0.91801158 0.92809962 0.93818766 0.9482757  0.95836373 0.96845177
 0.97853981 0.98862785 0.99871589 1.00880393]"
211,"[0.01008764 0.02017528 0.03026292 0.04035056 0.05043819 0.06052583
 0.07061347 0.08070111 0.09078875 0.10087639 0.11096403 0.12105167
 0.1311393  0.14122694 0.15131458 0.16140222 0.17148986 0.1815775
 0.19166514 0.20175278 0.21184042 0.22192805 0.23201569 0.24210333
 0.25219097 0.26227861 0.27236625 0.28245389 0.29254153 0.30262916
 0.3127168  0.32280444 0.33289208 0.34297972 0.35306736 0.363155
 0.37324264 0.38333028 0.39341791 0.40350555 0.41359319 0.42368083
 0.43376847 0.44385611 0.45394375 0.46403139 0.47411902 0.48420666
 0.4942943  0.50438194 0.51446958 0.52455722 0.53464486 0.5447325
 0.55482014 0.56490777 0.57499541 0.58508305 0.59517069 0.60525833
 0.61534597 0.62543361 0.63552125 0.64560888 0.65569652 0.66578416
 0.6758718  0.68595944 0.69604708 0.70613472 0.71622236 0.72631
 0.73639763 0.74648527 0.75657291 0.76666055 0.77674819 0.78683583
 0.79692347 0.80701111 0.81709874 0.82718638 0.83727402 0.84736166
 0.8574493  0.86753694 0.87762458 0.88771222 0.89779986 0.90788749
 0.91797513 0.92806277 0.93815041 0.94823805 0.95832569 0.96841333
 0.97850097 0.9885886  0.99867624 1.00876388]"
212,"[0.01008727 0.02017454 0.03026181 0.04034909 0.05043636 0.06052363
 0.0706109  0.08069817 0.09078544 0.10087272 0.11095999 0.12104726
 0.13113453 0.1412218  0.15130907 0.16139634 0.17148362 0.18157089
 0.19165816 0.20174543 0.2118327  0.22191997 0.23200724 0.24209452
 0.25218179 0.26226906 0.27235633 0.2824436  0.29253087 0.30261815
 0.31270542 0.32279269 0.33287996 0.34296723 0.3530545  0.36314177
 0.37322905 0.38331632 0.39340359 0.40349086 0.41357813 0.4236654
 0.43375268 0.44383995 0.45392722 0.46401449 0.47410176 0.48418903
 0.4942763  0.50436358 0.51445085 0.52453812 0.53462539 0.54471266
 0.55479993 0.5648872  0.57497448 0.58506175 0.59514902 0.60523629
 0.61532356 0.62541083 0.63549811 0.64558538 0.65567265 0.66575992
 0.67584719 0.68593446 0.69602173 0.70610901 0.71619628 0.72628355
 0.73637082 0.74645809 0.75654536 0.76663263 0.77671991 0.78680718
 0.79689445 0.80698172 0.81706899 0.82715626 0.83724354 0.84733081
 0.85741808 0.86750535 0.87759262 0.88767989 0.89776716 0.90785444
 0.91794171 0.92802898 0.93811625 0.94820352 0.95829079 0.96837807
 0.97846534 0.98855261 0.99863988 1.00872715]"
213,"[0.01008581 0.02017163 0.03025744 0.04034326 0.05042907 0.06051489
 0.0706007  0.08068652 0.09077233 0.10085815 0.11094396 0.12102978
 0.13111559 0.14120141 0.15128722 0.16137304 0.17145885 0.18154467
 0.19163048 0.2017163  0.21180211 0.22188793 0.23197374 0.24205956
 0.25214537 0.26223119 0.272317   0.28240282 0.29248863 0.30257445
 0.31266026 0.32274608 0.33283189 0.34291771 0.35300352 0.36308934
 0.37317515 0.38326097 0.39334678 0.4034326  0.41351841 0.42360423
 0.43369004 0.44377586 0.45386167 0.46394749 0.4740333  0.48411912
 0.49420493 0.50429075 0.51437656 0.52446238 0.53454819 0.54463401
 0.55471982 0.56480564 0.57489145 0.58497727 0.59506308 0.6051489
 0.61523471 0.62532053 0.63540634 0.64549216 0.65557797 0.66566379
 0.6757496  0.68583542 0.69592123 0.70600705 0.71609286 0.72617868
 0.73626449 0.74635031 0.75643612 0.76652194 0.77660775 0.78669357
 0.79677938 0.8068652  0.81695101 0.82703683 0.83712264 0.84720846
 0.85729427 0.86738009 0.8774659  0.88755172 0.89763753 0.90772335
 0.91780916 0.92789498 0.93798079 0.94806661 0.95815242 0.96823824
 0.97832405 0.98840987 0.99849568 1.0085815 ]"
214,"[0.01008737 0.02017473 0.0302621  0.04034946 0.05043683 0.06052419
 0.07061156 0.08069892 0.09078629 0.10087365 0.11096102 0.12104838
 0.13113575 0.14122311 0.15131048 0.16139784 0.17148521 0.18157257
 0.19165994 0.2017473  0.21183467 0.22192203 0.2320094  0.24209676
 0.25218413 0.26227149 0.27235886 0.28244622 0.29253359 0.30262095
 0.31270832 0.32279568 0.33288305 0.34297041 0.35305778 0.36314514
 0.37323251 0.38331987 0.39340724 0.4034946  0.41358197 0.42366933
 0.4337567  0.44384406 0.45393143 0.46401879 0.47410616 0.48419352
 0.49428089 0.50436825 0.51445562 0.52454298 0.53463035 0.54471771
 0.55480508 0.56489244 0.57497981 0.58506717 0.59515454 0.6052419
 0.61532927 0.62541663 0.635504   0.64559136 0.65567873 0.66576609
 0.67585346 0.68594082 0.69602819 0.70611555 0.71620292 0.72629028
 0.73637765 0.74646501 0.75655238 0.76663974 0.77672711 0.78681447
 0.79690184 0.8069892  0.81707657 0.82716393 0.8372513  0.84733866
 0.85742603 0.86751339 0.87760076 0.88768812 0.89777549 0.90786285
 0.91795022 0.92803758 0.93812495 0.94821231 0.95829968 0.96838704
 0.97847441 0.98856177 0.99864914 1.0087365 ]"
